0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0912775,1.2460539,0.0,0.0,0.68042815,0.0,2.03083,1.1572533,0.0,2.1534355,0.0,0.067074,0.0,0.0,0.0,0.18458387,0.8730507,1.2515227,0.0,0.0,0.0,0.0,1.501173,0.0,0.9213216,1.3727534,0.0,1.3164915,0.0,0.0,0.0,1.5508274,0.10427245,0.0,0.0,0.62568027,0.0,1.4566318,0.0,1.8600292,0.0,0.0,0.23063082,0.75399256,0.42531672,0.0,0.0,0.9346575,0.0,0.84245574,2.3442676,0.0,0.0,0.0,1.7435312,1.6427344,0.0,0.0,2.2142558,0.360192,0.0,1.0855273,0.0,0.0
0.14472488,0.8399809,0.10117076,0.0,1.0106856,0.72964936,2.510932,0.42515588,0.0,1.0672537,0.0,0.27308345,0.0,0.0,0.0,2.9537165,1.9451679,2.3003018,0.0,0.0,0.0,0.0,2.6613142,0.0,1.9781072,1.536984,0.0,1.1126043,0.4905669,0.0,0.0,2.3463938,1.0966569,2.5059826,0.0,1.0519778,0.0,0.83297974,0.0,1.641132,1.0886093,0.0,0.0,1.3052996,1.2224379,0.0,1.5365196,1.1889722,0.0,2.0804603,0.0,0.0,0.0,0.0,1.3139248,2.3523822,0.0,1.6638844,1.5857365,0.0,1.6227695,1.6918634,0.0,0.7177883
0.037991703,0.03641415,0.07512609,0.0,0.0,0.0,0.0,0.0,0.5123488,0.032321557,0.22357328,0.7107183,0.91262543,0.8800161,0.7819253,0.22056884,0.14880715,0.0,0.77832186,0.8978656,1.0321809,0.40592885,0.0,0.061049674,0.2849276,0.0,0.9133668,0.0,0.0,0.0,0.0,0.0,0.1564708,0.1210632,0.4205348,0.008441519,0.02943696,0.0,0.73378056,0.0,0.0,1.0619081,1.0896299,0.017508954,0.0,0.46325928,0.0,0.0,0.95573545,0.0,0.0,0.0,0.0,0.23256768,0.0,0.0,0.977886,0.0,0.0,0.0,0.0,0.0,0.8056433,0.0
0.065380625,0.62672085,0.0,0.0,0.45617864,0.7452674,1.4848666,0.0,0.0,1.0139308,0.0107776625,0.0,0.0,0.0,0.0,1.4603105,1.2475296,1.0610417,0.0,0.39733958,0.0,0.0,0.9789251,0.0,1.0074068,0.60054433,0.0,0.43086895,0.15609819,0.0,0.0,0.9174836,0.49919537,0.8741267,0.0,0.4989383,0.2083423,1.0364031,0.0,0.8131818,0.95889556,0.0,0.0,1.0407184,0.3501883,0.19861673,0.42579654,0.420807,0.0,1.5532985,0.0,0.0,0.0,0.0,0.5831982,0.8069829,0.0,0.6618158,0.9913472,0.0,0.78486466,0.7824641,0.0,0.6516408
0.095854126,0.45299467,0.0045374297,0.0,0.44202635,0.1077568,0.9092521,0.19299698,0.76665014,0.63275033,0.0,0.4613642,0.95882225,1.1397519,0.65536094,0.3358123,0.90993255,1.1700572,0.9094658,0.27443838,0.9802045,0.0,0.7222571,0.0,0.77179116,0.52467364,0.4602865,0.4713732,0.12964912,0.0,0.0,1.0077927,0.2811585,0.6169174,0.2518816,0.2068028,0.0,0.35176173,0.71282136,0.8529485,0.0,0.80771,1.1908059,0.32851487,0.11272378,0.08640157,0.25885594,0.76546466,1.2328056,0.3476012,0.0549597,0.0,0.0,0.0,0.05858596,1.1507202,0.4291248,0.0,1.1049844,0.0,0.0,0.5997102,1.0821484,0.0
0.3332337,1.0753098,0.0,0.0,0.8265849,0.009375103,1.6118053,1.0404674,0.24799445,1.5160184,0.0,0.12868449,0.0,0.0,0.0,0.21214232,1.2715223,1.4542499,0.0,0.0,0.035151273,0.0,1.0753918,0.0,0.7380505,1.2629966,0.0,0.9712159,0.0,0.0,0.0,1.2906686,0.25750223,0.03299457,0.0,0.61199844,0.0,1.3525783,0.0,1.5779004,0.4027963,0.0,0.3212987,1.0478435,0.6935416,0.0,0.0,0.95903295,0.0,0.9684342,1.3941789,0.0,0.0,0.0,1.3178236,1.5290915,0.0,0.0,1.8314896,0.0,0.0,0.71860397,0.03048718,0.0
0.0,0.1423197,0.0,0.0,0.0,0.0,0.0,0.0,1.017363,0.21961764,0.20343873,1.0631014,1.4829117,1.345491,0.98924613,0.0,0.2717561,0.10365603,1.5838459,1.0008698,1.402908,0.3567014,0.0,0.02762334,0.24137689,0.0,1.2618555,0.0,0.0,0.0,0.0,0.09238796,0.0,0.0,0.6542741,0.0,0.0,0.0,0.78284365,0.0,0.0,1.3540583,1.8121693,0.0,0.0,0.32004833,0.0,0.0,1.5801959,0.0,0.17673631,0.0,0.0,0.0,0.0,0.4352443,1.3119129,0.0,0.50168294,0.0,0.0,0.0,1.4783586,0.0
0.23954979,0.4740546,0.0,0.0,0.5707653,0.46136916,1.4836203,0.6597821,0.0,0.7766377,0.0,0.009497233,0.0,0.0,0.0,1.8383311,1.3901511,1.6036671,0.0,0.0,0.0,0.0,0.97531176,0.0,1.21732,0.81101424,0.0,0.56946194,0.18733776,0.0,0.0,1.3365334,0.38976797,1.0181798,0.0,0.57377607,0.0,0.7415845,0.0,0.92855614,0.8578501,0.0,0.0,1.0170074,0.69199824,0.0,0.66902834,0.5484167,0.0,1.3775787,0.0,0.0,0.0,0.0,0.6854422,1.6485292,0.0,1.119463,1.2240627,0.0,0.97461903,0.4199172,0.0,0.60043585
0.18805918,0.8213151,0.0,0.0,0.62734056,0.09219041,1.0564015,0.5841007,0.5413309,1.1061667,0.0,0.44081593,0.4381195,0.3811329,0.2369748,0.17093989,0.9941963,1.2285202,0.22226003,0.0,0.5074155,0.0,1.1078427,0.0,0.70377296,0.89745224,0.11982383,0.6826634,0.03483172,0.0,0.0,1.1124774,0.2495229,0.50818384,0.0,0.40324312,0.0,0.773772,0.35788408,1.2634753,0.0,0.28381288,0.6950942,0.403743,0.4175097,0.0,0.051054664,0.89106756,0.5232152,0.5992881,1.0290254,0.0,0.0,0.0,0.6847448,1.1901032,0.2821729,0.0,1.4277185,0.0,0.0,0.7898176,0.49454296,0.0
0.0,1.3109063,0.0,0.0,1.0420139,0.524292,1.4883349,0.98294157,0.0,1.1481336,0.0,0.043122858,0.0,0.09065561,0.0,1.21844,1.1724186,1.3545433,0.0,0.0,0.0,0.0,0.82464355,0.0,0.6268114,0.7937696,0.0,1.0646423,0.12485996,0.0,0.0,0.6066841,0.92006844,1.2314451,0.0,0.0,0.0,1.2060696,0.0,0.77467567,0.9248911,0.0,0.076313674,1.3352752,0.8247118,0.019116454,0.0,0.6179313,0.0,1.1460376,0.5532177,0.0,0.0,0.0,1.7423408,0.859663,0.08197059,0.8094228,1.2246436,0.0,0.43994802,1.4114293,0.0,0.5875546
