epoch,train_loss,train_inst_loss,val_loss,val_auc,val_error,val_inst_loss
0,0.6135233214950023,0.15372626962481414,0.4693161860801453,0.910768300060496,0.10465116279069768,0.012843129327953902
1,0.5620578553812716,0.013870499453944396,0.46194665879011154,0.9228675136116151,0.11627906976744186,0.006334387533485803
2,0.5512994216518988,0.0351307542443654,0.45502616811630336,0.9228675136116151,0.10465116279069768,0.011891354330230591
3,0.5464045601701796,0.023796783066335703,0.4563921064484951,0.9186327888687233,0.16279069767441862,0.029370637935434662
4,0.5383607529599215,0.029278344798526684,0.4656567441862683,0.9174228675136116,0.16279069767441862,0.0330839229877605
5,0.5325784159910724,0.014518727628976326,0.4696659418039544,0.9174228675136116,0.16279069767441862,0.036743754242157
6,0.5268894665064746,0.0032651539577877877,0.44117754784434343,0.911373260738052,0.12790697674418605,0.0750105560751805
7,0.5199933861811158,0.0023780557434477725,0.4850854599891707,0.911373260738052,0.1744186046511628,0.061988157507162106
8,0.5215322646397719,0.0024407999828128307,0.4504724158797153,0.9174228675136116,0.18604651162790697,0.4170979281324287
9,0.5158387962705369,0.0019159972428975127,0.4212986052382824,0.9137931034482758,0.10465116279069768,0.3491826753651853
10,0.5089423337687213,0.0013045504661381739,0.4665363798307818,0.9131881427707198,0.16279069767441862,0.21696495500848043
11,0.5076777215023411,0.0022173419464098735,0.4353592258899711,0.9150030248033878,0.13953488372093023,0.24189583482870528
12,0.5040940086134106,0.0027807539768292876,0.47004078397917193,0.9162129461584996,0.1511627906976744,0.26335907566122885
13,0.4986897444859652,0.0032207325170444845,0.4482156918492428,0.9162129461584996,0.11627906976744186,0.2477079750049513
14,0.4934192153822673,0.00444210423243255,0.4309051804417788,0.9113732607380519,0.12790697674418605,0.2116071930057694
15,0.48889740630329925,0.007231951721701736,0.426811971290167,0.9010889292196007,0.10465116279069768,0.06821783910353862
16,0.4942496824668372,0.009242099117817926,0.4325396052973215,0.9168179068360556,0.11627906976744186,0.027113545143186268
17,0.4906135670924875,0.008565981065460561,0.45103462872117067,0.9192377495462793,0.13953488372093023,0.0225163122752768
18,0.4893069584740599,0.007239885172248194,0.4415016810214797,0.9083484573502721,0.13953488372093023,0.018726957468505473
19,0.48310820094614737,0.006006255022637485,0.45447325706481934,0.9162129461584996,0.12790697674418605,0.007259987925144107
20,0.48110731516309185,0.003753656730634745,0.42003971476887547,0.911373260738052,0.11627906976744186,0.006932889128937711
21,0.4857934833582551,0.003040977786586702,0.4413549316137336,0.9059286146400484,0.12790697674418605,0.007687927583478889
22,0.4768156689338134,0.00384442667490198,0.4253753704387088,0.910768300060496,0.10465116279069768,0.006544677520693323
23,0.48009398676819603,0.002388599226639326,0.4880635708917019,0.9180278281911676,0.1511627906976744,0.003304934327854087
24,0.477032989244838,0.0018464517387344554,0.45692534675431806,0.9047186932849365,0.12790697674418605,0.004306640765503818
25,0.47418995562431354,0.00213375587994335,0.45825745303963505,0.9035087719298245,0.1744186046511628,0.00304511199300218
26,0.4700728083681432,0.002089118236401837,0.4414902007163957,0.9071385359951603,0.10465116279069768,0.0024711428193049233
