epoch,train_loss,train_inst_loss,val_loss,val_auc,val_error,val_inst_loss
0,0.617065628228649,0.15584657774276792,0.5222618475215126,0.8558297048863086,0.1984732824427481,0.010675265990510469
1,0.5592273567568872,0.01137124064397217,0.5194979154199134,0.855104015481374,0.183206106870229,0.007077147068015037
2,0.5488770404938729,0.014341140245200105,0.5346022670278112,0.8548621190130624,0.16030534351145037,0.007742307539887101
3,0.5376511640510252,0.015504875158489261,0.5153975413955805,0.8541364296081276,0.20610687022900764,0.013420967096356207
4,0.5397851987807981,0.004779300644304678,0.539998194871058,0.8546202225447509,0.15267175572519084,0.009706345450898227
5,0.5324563141407506,0.0024717949211410617,0.5196243665600551,0.8560716013546202,0.16793893129770993,0.010962192463921383
6,0.52132914848866,0.011120571699204681,0.6220975255465689,0.8490566037735848,0.2824427480916031,0.3700414771313658
7,0.5247667729662311,0.004878367718629306,0.5234327169547555,0.8618771165940977,0.16030534351145037,0.019530551496516373
8,0.517760860073951,0.0020682728418027945,0.6153473778990389,0.8604257377842283,0.2824427480916031,0.009921174710580924
9,0.5146654153831544,0.0028164052232891516,0.5189894405940106,0.8618771165940976,0.16030534351145037,0.00852234999539032
10,0.5096785768770402,0.002069275888272621,0.6802890843334999,0.86066763425254,0.2748091603053435,0.007225197981616468
11,0.5102701394980954,0.00437716273369123,0.5108607382947252,0.8645379777455249,0.16793893129770993,0.006227537001641325
12,0.5043860917129824,0.0032528008491311583,0.5015551673092005,0.8640541848089017,0.17557251908396945,0.005268154252819958
13,0.5017292023666443,0.0021932569012771577,0.5685404517495906,0.8655055636187712,0.2595419847328244,0.0027995068215114554
14,0.49434793822226986,0.0015362941570351868,0.5190958965370673,0.8642960812772134,0.16030534351145037,0.006097267082144101
15,0.49408531371624237,0.0020623884297439814,0.5152496694381,0.8669569424286405,0.16030534351145037,0.0058234779117317895
16,0.4963537517286116,0.0010736196202865797,0.5394047991237567,0.8664731494920174,0.15267175572519084,0.004576409530411794
17,0.4948139968995125,0.0011285288786870473,0.5247416605476205,0.8698597000483793,0.15267175572519084,0.002915279331867217
18,0.49633410878719825,0.0011787995177139471,0.5408854985055123,0.8686502177068215,0.26717557251908397,0.002714393171881688
19,0.49187579299173045,0.001026272641566691,0.5039591739195903,0.8657474600870828,0.16793893129770993,0.00332800543190332
20,0.49069951963040137,0.0009114150625757775,0.4948057903133276,0.8671988388969522,0.16793893129770993,0.001933476011473632
21,0.4925581875924141,0.0009504752262716554,0.4903862519573619,0.8696178035800678,0.16793893129770993,0.0025981075672156404
22,0.48996417057129643,0.0015641502145491916,0.5677626287664166,0.8732462506047411,0.2595419847328244,0.0036080560094533835
23,0.4833942187793793,0.0018360989807514405,0.7109394529621109,0.8720367682631834,0.3435114503816794,0.0020026035169970406
24,0.48864634819569125,0.0008526900235671247,0.4876289046902693,0.8776003870343493,0.17557251908396945,0.004118376102102769
25,0.4843591863493766,0.001160047410417211,0.5474088289810501,0.8715529753265602,0.25190839694656486,0.0025816304251046864
26,0.4838140453446296,0.0017201552569531486,0.48627241513201297,0.8785679729075955,0.16793893129770993,0.0022288871260772226
27,0.48522251390641735,0.001672413212840066,0.49808566306383556,0.8817126269956458,0.16793893129770993,0.0012597797614791544
28,0.47709741555875346,0.0013979183248246103,0.4850073248602962,0.8797774552491534,0.16030534351145037,0.0030380262230022613
29,0.4827565083003813,0.0012137830378149727,0.5264312597631499,0.8744557329462989,0.1450381679389313,0.0013571971595056937
30,0.4692996447701608,0.0011033389845315174,0.48726435472037044,0.8800193517174649,0.16793893129770993,0.0014232719235543433
31,0.4792485652623638,0.000711404424363859,0.49423812784766424,0.8792936623125301,0.15267175572519084,0.001200693561675521
32,0.47747556692169557,0.0007621404639080392,0.48866629975897663,0.8761490082244799,0.16793893129770993,0.00045972341034634267
33,0.47609885121545487,0.0004888235758288271,0.487481789962026,0.8783260764392838,0.16793893129770993,0.0015537194460527109
34,0.476848115574929,0.0009709138657892195,0.6116348361695996,0.8792936623125301,0.25190839694656486,0.0007087164692186798
35,0.4759969847240756,0.0006014524630664974,0.49443236880630026,0.8742138364779873,0.16030534351145037,0.0004465609939218159
36,0.4713561638132218,0.0004197311597113918,0.5457249306540453,0.8715529753265602,0.25190839694656486,0.0006325230795288244
37,0.4696380335861637,0.0006210880668462074,0.556664815385833,0.8759071117561684,0.25190839694656486,0.0005446023022728654
38,0.4692783791403617,0.000714987599604067,0.5481484882704174,0.8759071117561682,0.25190839694656486,0.0007395639503841245
39,0.4674126313963244,0.0007263235254386898,0.5684827690133611,0.8732462506047411,0.25190839694656486,0.0007200149668612004
40,0.46463905484445633,0.0011590431820912917,0.511721272959964,0.8776003870343493,0.1450381679389313,0.0006146563304674733
41,0.461974741835748,0.0011781688578717407,0.4898745018334789,0.8780841799709724,0.16030534351145037,0.000841668045868851
42,0.4577037657845405,0.0021410017806307046,0.5252827409342045,0.8826802128688921,0.13740458015267176,0.0011005519222461917
43,0.4590771875650652,0.0011387614496332743,0.47957379990861615,0.8831640058055152,0.16030534351145037,0.0008116856192862695
44,0.4580626909194454,0.0013346589431928865,0.4947597747313157,0.8831640058055152,0.16030534351145037,0.0009288248594195799
45,0.45090815038450305,0.0012309888536460236,0.5126851767529058,0.8824383164005806,0.13740458015267176,0.0010854953801865247
46,0.45210068033587547,0.001377952550059666,0.5212073536547086,0.8814707305273343,0.13740458015267176,0.0006342883765238594
47,0.4544672894093298,0.001359045718806057,0.497559001313821,0.8858248669569423,0.15267175572519084,0.0004744049218699993
48,0.45354508953709755,0.0006578456421577299,0.6056636902894682,0.8850991775520077,0.32061068702290074,0.0009366873665864403
49,0.4540098546012755,0.000856109977952245,0.5142011061197019,0.886066763425254,0.13740458015267176,0.000649950724534274
50,0.4515151730852742,0.0008143866851271248,0.5268677146607683,0.8834059022738269,0.13740458015267176,0.0006927975715676328
51,0.4570874566993406,0.000611726188239587,0.5052584286864478,0.8855829704886309,0.1450381679389313,0.0008577178247645764
52,0.45103124831953356,0.0014353435286381183,0.5218651188921383,0.8855829704886309,0.13740458015267176,0.0010192753769294493
53,0.44114638759243874,0.001326489417094396,0.48711806421971504,0.8800193517174649,0.16030534351145037,0.0008710098067837397
54,0.4498884501572578,0.0005822607762477292,0.49857222795031453,0.8855829704886309,0.1450381679389313,0.0006135097132443197
55,0.43719044475786145,0.0007662319575143967,0.4989677260395225,0.8834059022738269,0.1450381679389313,0.000914796620194646
56,0.431342719812547,0.0007697988559537759,0.47892256115229076,0.8855829704886309,0.15267175572519084,0.000551882053222825
57,0.4434265854858583,0.000495535185296948,0.5267555775078199,0.8800193517174649,0.2595419847328244,0.0004827145933611154
58,0.44208236036762116,0.0007158501362318343,0.4986528869121129,0.8795355587808418,0.1450381679389313,0.0007840847182851853
59,0.4306803955570344,0.0009572483683047223,0.49890266199603334,0.8834059022738269,0.15267175572519084,0.0005938169655050947
60,0.44527148804356975,0.0008679795794686499,0.47688149359390025,0.8834059022738268,0.16793893129770993,0.00034776807226899806
61,0.4340426582674826,0.0008221563270149824,0.685937023799838,0.886066763425254,0.3435114503816794,0.0005775175555990737
62,0.4329412458019872,0.001490234463310938,0.5129629549861864,0.8836477987421384,0.13740458015267176,0.0007329982532290937
63,0.4411828444273241,0.0014404590606512013,0.4869828850940894,0.8831640058055152,0.1450381679389313,0.000690738091013185
64,0.42376337305192024,0.001110799851750574,0.5077815734930621,0.8836477987421384,0.13740458015267176,0.0006246742625413764
65,0.4290305628122822,0.0012225552596364943,0.4735098597202592,0.8848572810836962,0.16793893129770993,0.0005059059644909976
66,0.4241377414426496,0.0010733773234533734,0.4816822940839156,0.8848572810836962,0.15267175572519084,0.0005365814129840396
67,0.42827843156553086,0.0005633460791910517,0.4956754995438889,0.8865505563618772,0.1450381679389313,0.0006376604751702878
68,0.424098919399323,0.0007767412990570818,0.5607340581544483,0.8843734881470732,0.25190839694656486,0.0011271030236165997
69,0.4242659060993502,0.0006566249653423579,0.5448586370881278,0.8850991775520077,0.25190839694656486,0.0004461684350137828
70,0.4232698013128773,0.0005204488403383918,0.494391001362837,0.8790517658442187,0.17557251908396945,0.00078085969392284
71,0.4294395415244564,0.000499263584701581,0.5013981876709989,0.8817126269956459,0.1450381679389313,0.00033906039825246494
72,0.4287970218158537,0.00037629101833625743,0.517162031344785,0.8863086598935656,0.25190839694656486,0.000871873089358502
73,0.4211904029307827,0.0006759187864749507,0.5481769389096107,0.8865505563618772,0.13740458015267176,0.0004147176262255252
74,0.42412922490027644,0.0008776399193771839,0.5069688407291892,0.8836477987421384,0.13740458015267176,0.0005288624264798245
75,0.41859329044818877,0.0006934968433025064,0.5180813706558169,0.8800193517174649,0.2595419847328244,0.0004635759158274234
76,0.42232723899426,0.0006130457424414852,0.5063144634015687,0.8858248669569424,0.13740458015267176,0.0003700624985680309
77,0.42521346636356844,0.0006592150937083188,0.5130946889860939,0.8821964199322692,0.15267175572519084,0.0006372818214156668
78,0.41475644948021057,0.00042558914057273735,0.47733291858480176,0.887760038703435,0.1450381679389313,0.00046176605494582947
79,0.42217731110511286,0.0003734372043899267,0.48407143035917793,0.8800193517174649,0.16030534351145037,0.0009641472149081795
80,0.416055211828601,0.00040869818474301346,0.5109988597740653,0.8841315916787615,0.13740458015267176,0.000278877781233547
81,0.41358650722811297,0.0008692919549356438,0.4786424748315156,0.8870343492985002,0.15267175572519084,0.0003033385428560912
82,0.42027769054135966,0.0004965940559060484,0.4952587662762358,0.8756652152878568,0.17557251908396945,0.00026857754655862967
83,0.41825789340080755,0.0004498079072117977,0.47040044431013006,0.8843734881470731,0.1450381679389313,0.00026496329585040624
84,0.4158842784935428,0.0005886225291658687,0.6269618074857551,0.884373488147073,0.25190839694656486,0.00042860764617688876
85,0.4053243365979964,0.0007128719513260759,0.5088673257873259,0.8802612481857766,0.1450381679389313,0.00025456864685680515
86,0.41033074584699447,0.0007147778917807602,0.4950512465629869,0.8795355587808419,0.16793893129770993,0.00032891626740834244
87,0.41109240847249184,0.0004359703407172058,0.5255701895661027,0.8841315916787615,0.13740458015267176,0.0003279996364709467
88,0.41580424401067917,0.0006794521189163466,0.5418815880103875,0.8836477987421384,0.25190839694656486,0.0003948684430370747
89,0.4133662111143912,0.0006586465055133592,0.5160195240537628,0.8848572810836962,0.13740458015267176,0.00032873509310268445
90,0.40494065288574466,0.0008135020432565955,0.4798803847027189,0.886066763425254,0.16793893129770993,0.0002434471256707767
91,0.4067120559561637,0.0009352833610660128,0.4945543938465701,0.887760038703435,0.16030534351145037,0.000558969718499507
92,0.4047785790697221,0.0007311042507022179,0.5371155827555038,0.8831640058055152,0.25190839694656486,0.00042740252656099664
93,0.4065830861753033,0.0009858636988642941,0.48626313864729787,0.8870343492985003,0.16030534351145037,0.0002620689517715695
94,0.40931726888302833,0.0005313615143740531,0.4793005598182897,0.8850991775520077,0.17557251908396945,0.00029831877906806294
95,0.4052505397796631,0.000788318513726258,0.5170166271788473,0.882196419932269,0.13740458015267176,0.0003140964063780698
96,0.40151312553113505,0.0005442179132261381,0.4791235650768717,0.8853410740203194,0.15267175572519084,0.00038329893530539516
97,0.41278914784231496,0.0007641354289397339,0.5142291764949114,0.8836477987421384,0.1450381679389313,0.0003040259249899061
98,0.402938259801557,0.0007188128793046828,0.4888040739616365,0.8800193517174649,0.16793893129770993,0.000221980068564328
99,0.40157968894127877,0.0007162701771452365,0.4906407408131898,0.8824383164005806,0.17557251908396945,0.00021987191441009342
